SMILES,Structure: Image,Substance Identification: Reaxys Registry Number,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight,Type of Substance,Type and Modification,InChI Key,Composition: Comp. Name,Composition: Comp. Conc.,Composition: Comp. Attrib.,Field Availability,Number of Reactions,Number of References,LogP,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,Melting Point: Melting Point [C],Solvent (Melting Point),Location,Comment (Melting Point),Crystallizes With,Amount (Melting Point) [mol],References,Links to Reaxys.1,Solubility (MCS): Solubility [g·l-1],Saturation,Temperature_C,Solvent,Ratio of Solvents,Location.1,Comment (Solubility (MCS)),References.1,Links to Reaxys.2,Unnamed: 43,logS
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,596.49,,,with decomposition,,,"Article; Montenegro, Iván;Pérez, Carmen;González, Begoña;Domínguez, Ángeles;Gómez, Elena; Molecules; vol. 30; 1; (2025);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D138853472&database=RX&origin=ReaxysOutput&ln=,0.01252,,25.0,water,,,,"Article; Xu, Xin-Rong; Yu, Hai-Tao; Yang, Yan; Hang, Li; Yang, Xue-Wen; Ding, Shu-Hua; European Journal of Pharmacology; vol. 770; (2016); p. 1 - 8;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D67668141&database=RX&origin=ReaxysOutput&ln=,,-4.382747611703348
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,316 - 317,,,,,,"Article; Umaraliev;Turak;Ganiev;Begmatov;Zhao, Bo;Bobakulov, Kh. M.;Abdullaev;Zhao; Chemistry of Natural Compounds; vol. 61; 1; (2025); p. 153 - 155; Khim. Prir. Soedin.;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D139503657&database=RX&origin=ReaxysOutput&ln=,,,39.99,water,,,Solubility: 0.00013 weight percent,"Article; Althans, Daniel; Schrader, Philipp; Enders, Sabine; Journal of Molecular Liquids; vol. 196; (2014); p. 86 - 93;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D63242136&database=RX&origin=ReaxysOutput&ln=,,-5.366408588270922
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,310 - 312,methanol,,,,,Article; Kovalev;Deviatkina;Smirnov;Khilya; Chemistry of Natural Compounds; vol. 61; 2; (2025); p. 367 - 368; Khim. Prir. Soedin.; vol. 61; 2; (2025); p. 322 - 323;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D140362684&database=RX&origin=ReaxysOutput&ln=,,,29.99,water,,,Solubility: 4E-05 weight percent,"Article; Althans, Daniel; Schrader, Philipp; Enders, Sabine; Journal of Molecular Liquids; vol. 196; (2014); p. 86 - 93;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D63242136&database=RX&origin=ReaxysOutput&ln=,,-5.878291949249796
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,321.9,,,,,,"Article; Khan, Nabab;Saneja, Ankit; Journal of Molecular Structure; vol. 1341; (2025);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D141330097&database=RX&origin=ReaxysOutput&ln=,,,34.99,water,,,Solubility: 5.6E-05 weight percent,"Article; Althans, Daniel; Schrader, Philipp; Enders, Sabine; Journal of Molecular Liquids; vol. 196; (2014); p. 86 - 93;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D63242136&database=RX&origin=ReaxysOutput&ln=,,-5.732163913571558
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,310 - 315,,Paragraph 0054,,,,Patent; SICHUAN AGRICULTURAL CHARACTERISTIC PLANT RES INSTITUTE; CN119498311; (2025); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D139698177&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,25.44,water,,,Solubility: 0.00551 molpercent,"Article; Razmara, Reza S.; Daneshfar, Ali; Sahraei, Reza; Journal of Chemical and Engineering Data; vol. 55; 9; (2010); p. 3934 - 3936;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9038115&database=RX&origin=ReaxysOutput&ln=,,-2.5144826676068024
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,176 - 179,,Paragraph 0143,,,,Patent; CUPPER SOAP; KR2025/23212; (2025); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D139659853&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,30.04,water,,,Solubility: 0.00585 molpercent,"Article; Razmara, Reza S.; Daneshfar, Ali; Sahraei, Reza; Journal of Chemical and Engineering Data; vol. 55; 9; (2010); p. 3934 - 3936;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9038115&database=RX&origin=ReaxysOutput&ln=,,-2.488478400376407
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,326.16,,,,,,"Article; Mallya, Pooja;Shenoy K, Mangala;Yarlagadda, Dani Lakshman;G Kini, Suvarna;A Lewis, Shaila; Journal of Pharmaceutical Innovation; vol. 20; 4; (2025);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D142398294&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,35.44,water,,,Solubility: 0.00618 molpercent,"Article; Razmara, Reza S.; Daneshfar, Ali; Sahraei, Reza; Journal of Chemical and Engineering Data; vol. 55; 9; (2010); p. 3934 - 3936;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9038115&database=RX&origin=ReaxysOutput&ln=,,-2.4646457913697715
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,276 - 278,,,,,,"Article; Mullabaeva, S. Kh.;Bobakulov, Kh. M.;Siddikov;Botirov, E. Kh.;Pulatova;Sasmakov; Chemistry of Natural Compounds; vol. 61; 4; (2025); p. 767 - 769; Khim. Prir. Soedin.; vol. 4; (2025); p. 663 - 664;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D142541028&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,40.94,water,,,Solubility: 0.00653 molpercent,"Article; Razmara, Reza S.; Daneshfar, Ali; Sahraei, Reza; Journal of Chemical and Engineering Data; vol. 55; 9; (2010); p. 3934 - 3936;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9038115&database=RX&origin=ReaxysOutput&ln=,,-2.440721085183513
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,318 - 320,,supporting information,,,,"Article; Bordoloi, Manobjyoti;Tamuli, Kashyap Jyoti;Lhouvum, Neipihoi;Sahoo, Ranjan Kumar;Bhattacharyya, Dibya Ranjan; Natural Product Research; (2025);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D141404744&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,45.64,water,,,Solubility: 0.0067 molpercent,"Article; Razmara, Reza S.; Daneshfar, Ali; Sahraei, Reza; Journal of Chemical and Engineering Data; vol. 55; 9; (2010); p. 3934 - 3936;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9038115&database=RX&origin=ReaxysOutput&ln=,,-2.429559463757761
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,313 - 314,,,,,,"Article; Shu, Ren-Geng; Hu, Hao-Wu; Zhang, Pu-Zhao; Ge, Fei; Chemistry of Natural Compounds; vol. 48; 4; (2012); p. 706 - 707;; ; Article; Nogueira, Tiago Bezerra De Sa De Sousa; Nogueira, Raquel Bezerra De Sa De Sousa; Silva, Davi Antas E.; Tavares, Josean Fechine; Lima, Edeltrudes De Oliveira; Pereira, Fillipe De Oliveira; Fernandes, Milen Maria Magalhaes De Souza; De Medeiros, Fernando Antonio; Sarquis, Rosangela Do Socorro Ferreira Rodrigues; Braz Filho, Raimundo; Maciel, Jessica Karina Da Silva; De Souza, Maria De Fatima Vanderlei; Molecules; vol. 18; 9; (2013); p. 11086 - 11099;; ; Article; Tang, Gengqiu; Liu, Xile; Gong, Xue; Lin, Xiaojing; Lai, Xiudi; Wang, Dong; Ji, Shengguo; Journal of the Serbian Chemical Society; vol. 84; 3; (2019); p. 245 - 252;; ; Article; Xiao, Ting;Wu, Ai;Wang, Xiaowei;Guo, Zhenghong;Huang, Feilong;Cheng, Xingyan;Shen, Xiangchun;Tao, Ling; Fitoterapia; vol. 172; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D35446153&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,49.04,water,,,Solubility: 0.00691 molpercent,"Article; Razmara, Reza S.; Daneshfar, Ali; Sahraei, Reza; Journal of Chemical and Engineering Data; vol. 55; 9; (2010); p. 3934 - 3936;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9038115&database=RX&origin=ReaxysOutput&ln=,,-2.416156219084389
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=C(O)C(O)=C2)=C1,,317313,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D317313&database=RX&origin=ReaxysOutput&ln=,(4 of 2088),117-39-5,"quercetol; Quercetin; 3,5,7,3',4'-pentahydroxyflavone; 3,3',4',5,7-pentahydroxyflavone; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one; quercitin; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one; 3,3′,4′,5,7-pentahydroxyflavone; 3,5,7,3′,4′-pentahydroxyflavone; quercetine; 3,3’,4’,5,7-pentahydroxyflavone; quercitrin; sophoretin; flavin; Que; 3,3',4',5,7-pentahydroxy-2-phenylchromen-4-one; 3,5,7,3’,4’-pentahydroxyflavone; quarcetin; QCT; QRT; 3,3',4',5,6-pentahydroxy flavone; 5,7,3',4'-flavon-3-ol; pentahydroxy flavone; qurecetin; Q4951",(HO)2C6H3C9H2O(O)(OH)3,C15H10O7,302.24,heterocyclic,,REFJWTPEDVJJIY-UHFFFAOYSA-N,,,,Identification(60672); Physical Data(1306); Spectra(2027); Bioactivity(12097),1656.0,71468,2517.0,5.0,2.0,1.0,127.45,4.0,2.0,303,,,,,,"Article; Li, Jun; Jiang, Hua; Shi, Renbing; Natural Product Research; vol. 23; 15; (2009); p. 1378 - 1383;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8848740&database=RX&origin=ReaxysOutput&ln=,0.0387169,in pure solvent,25.0,water,,,,"Article; Lucas-Abellan, Carmen; Fortea, Isabel; Gabaldon, Jose Antonio; Nunez-Delicado, Estrella; Journal of Agricultural and Food Chemistry; vol. 56; 1; (2008); p. 255 - 259;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8702812&database=RX&origin=ReaxysOutput&ln=,,-3.892451363811005
OC(=O)C1=CC=CC=C1,,636131,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D636131&database=RX&origin=ReaxysOutput&ln=,(5 of 2088),65-85-0,benzoic acid; benzoate; BzOH; PhCO2H; benzoic; phenylcarboxylic acid,(C6H5)CO2H,C7H6O2,122123.0,isocyclic,,WPYMKLBDIGXBTP-UHFFFAOYSA-N,,,,Identification(46637); Physical Data(3040); Spectra(481); Bioactivity(4251),40910.0,69402,1637.0,1.0,2.0,1.0,37.3,4.0,2.0,122,,,,,,"Article; Lu, Zujia;Huang, Baoying;Yang, Guangzao;Gao, Minjie;Liu, Tingting;Wang, Fei;Zeng, Zhuo; Journal of Organic Chemistry; vol. 90; 30; (2025); p. 10899 - 10907;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D143210678&database=RX&origin=ReaxysOutput&ln=,,,29.99,water,,,Solubility: 0.152 mol/l,"Article; Zhang, Xiang;Chen, Jian;Hu, Jinzhong;Liu, Min;Cai, Zhuoer;Xu, Yang;Sun, Baiwang; Journal of Chemical Research; vol. 45; 11-12; (2021); p. 1100 - 1106;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D108099198&database=RX&origin=ReaxysOutput&ln=,,-0.8181564120552275
